Date,Mkt,Growth,Mom,Quality,Size
2019,0.020499622,-0.005251069,-0.00129049,-0.003787485,0.004924387
2019,0.01989784,-0.005118796,-0.001310391,-0.003999551,0.0049124
2019,0.018039459,-0.004090174,-0.001171125,-0.005145291,0.00490045
2019,0.024761368,-0.007063788,-0.001206016,-0.004486848,0.00496088
2019,0.027026803,-0.006291925,-0.00118195,-0.004463657,0.004405948
2019,0.03443998,-0.00566995,-0.001266089,-0.004479891,0.00474278
2019,0.032548003,-0.006358505,-0.000971376,-0.004470859,0.004948605
2019,0.032314836,-0.006800347,-0.000968198,-0.004426535,0.00470501
2019,0.031070694,-0.007903321,-0.00091741,-0.004353457,0.004715311
2019,0.034296895,-0.007870522,-0.000884886,-0.004410593,0.004703928
2019,0.044590164,-0.007857422,-0.000862901,-0.004482015,0.004562044
2019,0.052002183,-0.008055899,-0.000894539,-0.004504799,0.004512451
2019,0.048130527,-0.008126325,-0.000962875,-0.004481101,0.004248294
2019,0.045365068,-0.007514394,-0.000885497,-0.004479731,0.004512947
2019,0.040476373,-0.007729394,-0.000829853,-0.004485344,0.004463527
2019,0.037489422,-0.007965546,-0.000744553,-0.004489153,0.004670146
2019,0.047380582,-0.007843448,-0.000777366,-0.004499477,0.004869358
2019,0.058208368,-0.008185511,-0.000853875,-0.004482398,0.004078631
2019,0.069946914,-0.008006871,-0.001074557,-0.004474121,0.004354516
2019,0.069556086,-0.00835809,-0.001048425,-0.004418382,0.004698796
2019,0.070390796,-0.010062459,-0.001052878,-0.004362952,0.004934715
2019,0.065072514,-0.009368579,-0.001067334,-0.004414408,0.004779245
2019,0.067259641,-0.009350638,-0.001091424,-0.004445838,0.004789019
2019,0.073005104,-0.009588857,-0.000884317,-0.004464105,0.004887719
2019,0.073038091,-0.010586878,-0.000741013,-0.004494699,0.005543953
2019,0.079338058,-0.010247074,-0.001181905,-0.004492296,0.005364168
2019,0.079835508,-0.010350133,-0.001376797,-0.004488832,0.004919463
2019,0.077358803,-0.009420653,-0.001050486,-0.004495045,0.004945628
2019,0.080967754,-0.010928547,-0.000810405,-0.004495724,0.005092732
2019,0.077950436,-0.010359069,-0.000687583,-0.004493221,0.005008395
2019,0.069304915,-0.009538072,0.000116817,-0.004492054,0.005126649
2019,0.066904814,-0.009065512,0.000519737,-0.004506114,0.0058082
2019,0.071220486,-0.008144414,0.000603838,-0.004522911,0.005405453
2019,0.075552046,-0.008754064,0.000191844,-0.004486695,0.004989876
2019,0.072783852,-0.009653275,0.000461005,-0.004406122,0.005617086
2019,0.07753287,-0.008759396,0.000506523,-0.004427872,0.006102472
2019,0.079367975,-0.008880109,0.000370452,-0.00442418,0.005712114
2019,0.076258257,-0.008265125,0.000705025,-0.00451003,0.005806351
2019,0.074198381,-0.007395827,0.001180905,-0.004550037,0.005778741
2019,0.078140795,-0.008193708,0.000800976,-0.004426852,0.005394261
2019,0.075761557,-0.007684779,0.001041294,-0.004439877,0.005908398
2019,0.077045603,-0.008679402,0.000372086,-0.004431643,0.005980931
2019,0.077010736,-0.008550739,0.000304968,-0.004443092,0.006341153
2019,0.076683679,-0.00761365,0.000483652,-0.004552389,0.006338532
2019,0.072373743,-0.006425316,0.000860309,-0.004646234,0.006946739
2019,0.070154693,-0.005601078,0.001977903,-0.004828521,0.007078199
2019,0.068235612,-0.006016454,0.002343839,-0.004914791,0.007310622
2019,0.06359747,-0.005157421,0.002297559,-0.004898449,0.007061948
2019,0.054084881,-0.004278785,0.002734554,-0.005057696,0.007191526
2019,0.038240937,-0.002459478,0.004049734,-0.005147762,0.00783675
2019,0.015044448,-0.002392128,0.005746758,-0.005351796,0.008967717
2019,0.014850664,0.000277309,0.006467288,-0.005860819,0.009983372
2019,0.014863531,0.002715572,0.007263619,-0.006000552,0.010289419
2019,0.02394027,0.003135429,0.006782639,-0.00593626,0.009777279
2019,0.021577631,0.004418438,0.007073612,-0.005691817,0.009997337
2019,0.016597667,0.004067667,0.00632312,-0.00534702,0.010747674
2019,0.012519598,0.004676163,0.007041705,-0.005664928,0.011451933
2019,0.00918127,0.005628698,0.006939327,-0.005560882,0.011631923
2019,0.008509389,0.005617943,0.006803893,-0.005533843,0.01154626
2019,0.013954133,0.007366562,0.006539076,-0.005671919,0.01167438
2019,0.019760545,0.005310434,0.005671934,-0.005344588,0.011262083
2019,0.021635827,0.005572515,0.005697201,-0.005256443,0.011384085
2019,0.023984467,0.005442885,0.006250829,-0.005348045,0.011396554
2019,0.018300222,0.005204266,0.006437976,-0.005261891,0.011163309
2019,0.01677689,0.004873187,0.006148836,-0.005312557,0.01094562
2019,0.007010476,0.006287092,0.007145116,-0.005533791,0.011936663
2019,0.009961119,0.007374337,0.006965477,-0.005693009,0.012158429
2019,0.010646502,0.008321292,0.00710422,-0.005590812,0.0123259
2019,0.014491109,0.008929514,0.006867277,-0.005673388,0.012299922
2020,0.025525198,0.007415177,0.00591636,-0.005509364,0.01149586
